device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,inverse,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,output_order,correct
"Tesla V100-SXM2-16GB",7.0,0,"","","",0.000000,"",hybrid-dataflow,5,named-barrier,5,16,2,1,4,2,hermes-xor,inplace,radix2,64,10,1024,16,1152921504606584833,60,0,0,192,0,10,50,0.049760,0.052511,0.068000,304699.689459,93968.004471,312012482.006371,fused,shoup,natural,1
